,HSCD,COUNTRYCD,TARIFF_AVG,SNDIST,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,item_total_percent,item_world_percent,gdp_percent,next_year_percent
119,3,28,0.0,51.1155403,0.06613468151751914,22370.08667,65.28861,27.401352539999998,0.0025748521445489296,0.1585730345661782,109.0142052651065,18.49401390280568
120,3,29,40.0,77.85169113,0.03895568824468268,13.32380142,65.40686,137.2341309,0.03137103433315499,0.7523619397739264,117.95030993025304,0.004011887626144592
122,3,30,5.6,52.856394970000004,0.0038589846511044336,0.984691667,76.42092,88.78165039,0.018657087637055564,1.4415461425084442,101.28718667558456,0.1157572340857647
123,3,31,5.0,49.883713639999996,0.00460746802836847,3.6725,77.43435,69.09236328,0.019113291136904652,1.495863383912535,107.99927180047332,3.1614385285914706
124,3,32,7.1,44.89653361,0.05637907304461267,3.648132635,69.37882,79.67700684,0.0016973913601368692,0.1146266977091341,98.7703565552046,0.7135691788914756
126,3,34,0.0,42.10742018,0.04550418168367515,0.776976682,83.34108,88.75389648000001,0.017826100677963988,3.302163342462942,98.95890553320368,0.3042235360809138
127,3,35,0.0,79.61707686,0.23268714641214666,1.0,83.35255333,110.65702149999998,0.023782253625357547,16.522582662559355,104.29815655890997,3.710484903242539
128,4,1,15.0,34.54132776,0.02767001996335205,110.9730167,46.10981,99.54009765999999,0.013338899103429573,0.24871023753275054,106.35519859995625,0.042129513417143064
129,4,2,0.0,119.6549699,0.015534137725419176,1.304758077,80.22369,83.29652344,0.015597434359706185,1.442596764583771,109.95491582909376,1.032320340682243
132,4,3,26.0,103.5941382,0.1479959742762965,3.191389446,55.38240333,183.6450586,0.010628826061864424,0.648717439688117,114.87609288856713,2.4978641438860216
133,4,4,1.0,55.14157445,0.03634026200663647,1360.358707,42.67139,37.96142578,0.004840516325061958,0.037732527929107716,102.62208937140105,0.2126687025063146
134,4,5,0.0,77.38826043,0.024166844378783046,1.297935846,79.54094,106.1770313,0.017426889143280028,3.050889014878923,107.9594828037481,0.08207977361477195
135,4,6,0.0,72.23643864,0.013251261364445285,152.4464139,59.82373,58.40512695,0.01205364636220438,0.10402638259376315,106.10075664906628,0.011909506432690271
136,4,7,0.0,109.91438959999999,0.011101618215346248,648.8337926,71.58185,183.7518164,0.026071962270019396,0.6888397950637961,110.62330298674333,0.15233478716917673
137,4,8,6.0,67.85602904000001,1.0,6.758755086,64.63936,9.556510620000001,0.012617918743457768,9.419221613212208,109.58845575209422,17.407074734954435
138,4,9,0.0,36.36862626,0.005407909025608033,23.37633333,76.38834,82.620625,0.01872947224967618,1.2352640205951846,111.39082497758213,0.7656802956841571
141,4,10,0.0,77.18324586,0.009378887534250709,7.34793875,61.95631,130.2969238,0.008137038673083925,0.06054502143929114,108.41531282584971,0.02648089029288132
142,4,11,0.0,68.79105037000001,0.003092589514739028,7.79325,84.76059,20.95842529,0.007424220071710131,1.7713959188072905,106.36021917603276,3.0262621590767877
143,4,12,0.0,84.91669583999999,0.18906647688814393,13380.83388,64.52893333,52.91683594,0.02519870511390792,1.6009810633784982,108.98648641397952,8.223170746387206
144,4,13,5.0,38.41907808,0.056069706450529486,33226.29815,55.70786,65.62448242,0.01602635555357314,0.3348911149601871,106.54594434236716,1.2186808134419995
146,4,14,2.5,75.1985047,0.0894048268150385,112.1661411,78.02069667,11.566695560000001,0.018034645719715137,4.902895647116296,98.8688766368582,7.7888613760841565
147,4,15,5.0,48.83055142,0.01078883799869065,326.0010227,74.84879,42.27771973,0.04754765170181426,0.5649271589606696,121.50963737816693,0.1533760138289966
148,4,36,5.0,51.85053438,0.0006812208433790341,0.303349758,59.96924,71.81024902,0.01466403310079057,0.19929619158609088,110.31529884847377,0.8186945133856554
149,4,16,0.0,86.48420764000001,0.02023540013054222,4.300440878,78.27291,46.14067383,0.010369541906327034,0.8174966194288089,105.9275364724237,0.6738256932149711
150,4,17,7.5,90.0756988,0.08795286392455118,18.92651667,73.39408333,120.66007809999999,0.04044693638208336,6.883861865669067,107.45672189820954,8.436921277310953
151,4,18,5.0,59.218071980000005,0.0,2439.777201,66.1351,20.031032709999998,0.005245077253142674,0.009210595065949144,102.13664320255604,1.1059583727114881
153,4,19,1.0,138.6520639,0.0012145910567522987,1.407408333,87.16633,102.9383691,0.020091988363100083,0.3264303800283791,109.13379802788168,0.7069685893855736
154,4,20,0.0,43.36715512,0.0015638099955092213,8.271666667,82.35614,77.30766602,0.014162209868587992,0.4903927782767699,108.01854563201563,0.04248557979482916
155,4,21,0.0,102.83849190000001,0.020480664068814103,3.260488491,67.5175,163.29764649999998,0.023913913559521424,0.3849951812224975,109.95904031350314,1.0747914024680145
156,4,22,0.0,80.91338198,0.07378072039915302,50.40371979,59.25872,26.15750732,0.010601376988683764,0.43732611466789917,103.09264437728127,1.7676765105141008
157,4,23,0.0,36.36862878,0.025201706255217067,3.779333333,77.68044,77.53967285,0.015310133086214728,1.3511683237501377,111.39982650276114,3.108449601660031
158,4,24,5.0,39.014991789999996,0.10220840047101312,58.34280119,75.21312667,66.14064453,0.02134413639889051,1.9721266465562715,123.2935721614361,1.2244074092733224
159,4,25,5.0,41.243370999999996,0.021676986244577957,3.75,59.44422,75.57271973,0.015244382577925795,0.8302508006067698,106.76811342520809,1.5023755045390041
160,4,26,10.0,61.67377606,0.9654906288936023,65.12156865,55.90158667,46.92671875,0.009430545071297956,1.6954557477461083,115.59830922084713,0.879829471997246
161,4,27,0.0,87.89166956999999,0.001806193825282907,1.380925,85.44138,46.76682617,0.007060199261542217,0.9367473773857401,107.28412186334937,2.493899484457327
162,4,28,0.0,70.32622922,0.06613468151751914,22370.08667,65.28861,27.401352539999998,0.031154307623760057,2.6893770351727744,109.0142052651065,4.488387672251401
163,4,29,10.0,81.69026631,0.03895568824468268,13.32380142,65.40686,137.2341309,0.025776107309701424,0.8665065644090595,117.95030993025304,0.03883267057849792
165,4,30,0.0,38.18346501,0.0038589846511044336,0.984691667,76.42092,88.78165039,0.011445798333464175,1.2396164564323662,101.28718667558456,0.14167983310266555
166,4,31,5.0,55.39106132,0.00460746802836847,3.6725,77.43435,69.09236328,0.006666464173017659,0.7313218555416918,107.99927180047332,0.9122345322662454
167,4,32,0.0,43.52060145,0.05637907304461267,3.648132635,69.37882,79.67700684,0.012828826775021385,1.2143595184829568,98.7703565552046,1.0374345068748716
168,4,33,5.0,43.99871622,0.06746915419883373,17.78253352,55.47428,84.97368164,0.006774791601613375,0.18196130874100983,70.90981283953292,36.71440701046122
169,4,34,0.0,43.547325629999996,0.04550418168367515,0.776976682,83.34108,88.75389648000001,0.007079724074270425,1.8382944471452574,98.95890553320368,0.0664140692903458
170,4,35,0.0,79.2995526,0.23268714641214666,1.0,83.35255333,110.65702149999998,0.017572027872014902,17.11210187298478,104.29815655890997,0.326978549141914
171,5,2,0.0,109.99829170000001,0.015534137725419176,1.304758077,80.22369,83.29652344,0.021558936185114824,1.3354028032836176,109.95491582909376,28.06899701754316
174,5,3,26.0,93.04928955,0.1479959742762965,3.191389446,55.38240333,183.6450586,0.013021327504660063,0.5322537192997077,114.87609288856713,1.843386805006602
175,5,4,4.0,47.308853049999996,0.03634026200663647,1360.358707,42.67139,37.96142578,0.05892216071442917,0.3076068813782661,102.62208937140105,0.006866736997097459
176,5,5,0.0,84.80495431,0.024166844378783046,1.297935846,79.54094,106.1770313,0.015478145951133775,1.8147576988542455,107.9594828037481,4.4515444495904175
177,5,6,1.1,61.71241933,0.013251261364445285,152.4464139,59.82373,58.40512695,0.08344977201618646,0.4823290001960737,106.10075664906628,1.7616245107668262
178,5,7,0.0,109.3003879,0.011101618215346248,648.8337926,71.58185,183.7518164,0.011700256469387537,0.20702989450609435,110.62330298674333,1.5686556483181198
179,5,8,4.7,64.14302852,1.0,6.758755086,64.63936,9.556510620000001,0.014042869144533813,7.020633580570451,109.58845575209422,16.65163975468241
180,5,9,0.0,30.541735640000002,0.005407909025608033,23.37633333,76.38834,82.620625,0.02690901171891786,1.1885711074373109,111.39082497758213,0.04297070862727315
183,5,10,7.5,67.86788802,0.009378887534250709,7.34793875,61.95631,130.2969238,0.03398420991935871,0.16934890945465977,108.41531282584971,3.5111180066443697
184,5,11,0.0,67.47988783,0.003092589514739028,7.79325,84.76059,20.95842529,0.0359366522601588,5.742428407118099,106.36021917603276,0.5900638745813414
185,5,12,0.0,74.47308206,0.18906647688814393,13380.83388,64.52893333,52.91683594,0.03522656491954755,1.4988957757036447,108.98648641397952,11.92444649295133
186,5,13,11.8,27.48213217,0.056069706450529486,33226.29815,55.70786,65.62448242,0.17584775272340245,2.4609276377798537,106.54594434236716,0.02473693278494639
188,5,14,3.5,73.95650024,0.0894048268150385,112.1661411,78.02069667,11.566695560000001,0.007184029463538425,1.307995677397807,98.8688766368582,9.752998047840652
189,5,15,5.0,40.85036783,0.01078883799869065,326.0010227,74.84879,42.27771973,0.008943189024620248,0.07116213361259865,121.50963737816693,0.526698825663184
190,5,36,5.0,49.53149088999999,0.0006812208433790341,0.303349758,59.96924,71.81024902,0.00722329949426701,0.06574676048327886,110.31529884847377,3.8406988622702385
191,5,16,0.0,66.37090064,0.02023540013054222,4.300440878,78.27291,46.14067383,0.008103239009860312,0.4278368741750137,105.9275364724237,3.1945618588993834
192,5,17,10.0,91.22423248,0.08795286392455118,18.92651667,73.39408333,120.66007809999999,0.07887455497432018,8.99035014288175,107.45672189820954,0.8461821831669645
193,5,18,5.0,39.35936707,0.0,2439.777201,66.1351,20.031032709999998,0.011242741647528379,0.013222123232123448,102.13664320255604,14.50704629720773
195,5,19,0.0,131.192974,0.0012145910567522987,1.407408333,87.16633,102.9383691,0.022577191004340386,0.2456578967262241,109.13379802788168,1.4869537239241424
196,5,20,0.0,29.323465849999998,0.0015638099955092213,8.271666667,82.35614,77.30766602,0.00268805281565845,0.06233672861105081,108.01854563201563,2.3983255175449623
197,5,21,3.4,94.67497558,0.020480664068814103,3.260488491,67.5175,163.29764649999998,0.0328501833240041,0.35418943735997965,109.95904031350314,0.8288683284352187
198,5,22,5.0,59.41038493,0.07378072039915302,50.40371979,59.25872,26.15750732,0.01900857992521273,0.5251531512716191,103.09264437728127,15.44609537593922
199,5,23,0.0,32.69067897,0.025201706255217067,3.779333333,77.68044,77.53967285,0.041375443047266015,2.445492391335542,111.39982650276114,0.604027438719579
200,5,24,5.0,31.610244899999998,0.10220840047101312,58.34280119,75.21312667,66.14064453,0.010027098368629306,0.6204755296251678,123.2935721614361,1.3901281563519556
201,5,25,5.0,56.86539579,0.021676986244577957,3.75,59.44422,75.57271973,0.012269697960882849,0.44753448421235664,106.76811342520809,25.859834020748163
202,5,26,10.0,58.72313053,0.9654906288936023,65.12156865,55.90158667,46.92671875,0.03765394863664616,4.533706056326366,115.59830922084713,1.0931172142298404
203,5,27,0.0,77.87494915,0.001806193825282907,1.380925,85.44138,46.76682617,0.003076481340209331,0.27337134033965155,107.28412186334937,1.0306848773206974
204,5,28,0.0,67.78671704,0.06613468151751914,22370.08667,65.28861,27.401352539999998,0.21707207513542667,12.54962404128815,109.0142052651065,10.017894358563122
205,5,29,12.8,88.63519402,0.03895568824468268,13.32380142,65.40686,137.2341309,0.01299179239405941,0.2924938691443639,117.95030993025304,2.6440284278294897
207,5,30,0.0,39.2925247,0.0038589846511044336,0.984691667,76.42092,88.78165039,0.007195132728475781,0.5218830868341046,101.28718667558456,0.22744781902184294
208,5,31,5.0,57.469450189999996,0.00460746802836847,3.6725,77.43435,69.09236328,0.006491523684744699,0.47692799799670327,107.99927180047332,3.5483607241481487
209,5,32,0.0,42.87939098,0.05637907304461267,3.648132635,69.37882,79.67700684,0.038451349443969204,2.4376148982964407,98.7703565552046,1.4121162628099644
210,5,33,10.0,36.78868281,0.06746915419883373,17.78253352,55.47428,84.97368164,0.021529115640795758,0.38725984847421613,70.90981283953292,15.402272179545006
211,5,34,0.0,46.39104534,0.04550418168367515,0.776976682,83.34108,88.75389648000001,0.008361515252630463,1.4540418256751315,98.95890553320368,2.911582050433759
212,5,35,0.0,80.89896974,0.23268714641214666,1.0,83.35255333,110.65702149999998,0.014078058479678041,9.181579687977935,104.29815655890997,8.236536160462835
213,6,1,5.0,60.96381692,0.02767001996335205,110.9730167,46.10981,99.54009765999999,0.021745551783751243,0.23489828822120642,106.35519859995625,12.075238676967356
214,6,2,0.0,86.45291880999999,0.015534137725419176,1.304758077,80.22369,83.29652344,0.013349996935764876,0.7153337209603788,109.95491582909376,47.764780142309085
217,6,3,9.0,127.061106,0.1479959742762965,3.191389446,55.38240333,183.6450586,0.06580757683301382,2.326922494089771,114.87609288856713,20.05088007104211
218,6,4,0.5,18.267661009999998,0.03634026200663647,1360.358707,42.67139,37.96142578,0.016855651113999115,0.07612117642052237,102.62208937140105,54.18503044255172
219,6,5,0.0,73.3404396,0.024166844378783046,1.297935846,79.54094,106.1770313,0.013088508689770007,1.327493646912631,107.9594828037481,33.38187264307116
220,6,6,0.0,51.802428309999996,0.013251261364445285,152.4464139,59.82373,58.40512695,0.009969707471036648,0.04984748042221066,106.10075664906628,11.896374861186922
